book,author,publisher,price,detail
 Python与量化投资：从基础到实战 量化投资名师王小川主编、提供Python零基础入门及量化策略建模参考及实现、提供大型回测平台、代码直接实盘、可在线交流,王小川,电子工业出版社,¥73.70,量化投资界名师王小川撰写 Python基础与量化投资策略双管齐下 为不懂Phthon语言的读者提供零基础入门 为有Python基础的读者提供量化策略建模参考，为本书重点 提供大型回测平台及本书代码 可将本书代码直接实盘应用，进行投资
 机器学习中的交替方向乘子法 ,林宙辰,科学出版社,¥96.00,
 政务信息共享数据安全实践 ,,中国计划出版社,¥43.80,
 Zeek实战——快速构建流量安全能力 快速上手流量安全分析工具Zeek，配套源代码,高勇,清华大学出版社,¥51.70,本书深入介绍流量安全分析工具Zeek，理论联系实际，操作步骤详细，讲解清晰易懂。通过阅读本书，读者可以结合实际需求，快速搭建自主的安全流量分析平台，全面提升安全检测和防护的能力。
 Unity 3D 从入门到精通（视频微课版） 本书由游戏开发人员和高校教师共同编写，针对Unity初学者的特点和需求，力求以实用为宗旨，结合实例讲解知识点，配套高清视频等丰富资源，有效提高读者的动手能力。,薛庆文,电子工业出版社,¥48.90,Unity 3D是一款非常流行的游戏开发引擎，其几乎成为3D、2D游戏开发的标准工具。本书由企业游戏开发人员和高校教师共同编写，针对Unity初学者的特点和需求，力求以实用为宗旨，结合实例讲解知识点，使读者学习轻松，并有效提高其动手能力。 本书除了提供案例源代码和素材文件，还制作了精美的教学视频，扫一扫二维码，即可随时随地进行学习。为了方便高校教师教学，本书同时配套了教学PPT。读者可以借助配套资源更好、更快地学习Unity 3D。
 深入浅出Python机器学习 人工智能火了，只要你有一些程序设计语言的基础，跟随本书你也能进入人工智能和机器学习的世界，成为一名人工智能应用的开发者,段小手,清华大学出版社,¥51.70,人工智能，火了！计算机是由程序驱动的，人工智能不过是一些特殊的算法。只要你有一些程序设计语言的基础，跟随本书，你也能进入人工智能的世界，成为一名人工智能应用的开发者。 本书特色 1. 内容实用实在、详略得当，讲授符合初学者的认知规律 本书内容涵盖了有监督学习、无监督学习、模型优化、自然语言处理等机器学习领域所必须掌握的知识，从内容结构上非常注重知识的实用性和可操作性。必须掌握的细节处绝不吝惜笔墨、手把手细致到每一次的鼠标点击；仅需要大致了解处绝不铺张浪费纸张、整体结构的描述提纲挈领。这样的安排注重了对初学阶段知识的深入了解，大致了解的知识也能够有所认识，这种由浅入深、循序渐进的讲授完全是遵循和尊重了初学者对机器学习知识的认知规律。 2. 行文幽默诙谐，以实例引导全程，特别适合初学者阅读
 罗布乐思开发官方指南 从入门到实践 游戏开发编程入门元宇宙，青少年教育创新游戏开发实战，罗布乐思官方出品RNA大赛指定用书，配罗布乐思新手视频教程，轻松锻炼创新思维和动手能力！,罗布乐思公司,人民邮电出版社,¥89.90,1.罗布乐思公司官方出品，罗布乐思全国创作大赛（RNA大赛）指定用书， 元宇宙 之旅的探索之书。 2.详细介绍罗布乐思Studio 各个功能在国内的使用方法，以及一款游戏从零到发布的全流程，帮助初级开发者迅速上手游戏制作，并将自己的优质创意变成现实。 3.每章结尾设置常见问题及其解决方案、测验和答案等环节，帮助读者时刻回顾与检验所学知识；设置练习环节，鼓励读者独立练习，动手巩固开发技能。 4.全彩印刷，增大字号与行距，青少年也可以轻松阅读。 5.扫码观看B站罗布乐思新手视频教程（入门篇、物理篇、代码初学篇、进阶篇）。 6.罗布乐思开发者关系副总裁段志云、Multi-Metaverse 公司CEO许怡然作序推荐！
 神经反馈原理与实践 ,Thomas,电子工业出版社,¥99.00,用简单但功能强大的神经反馈训练方法提升自我能力，助力脑机协同训练发展，真正实现人工智能。
 深入理解设计模式 23种设计模式 掌握每个设计模式的UML结构和描绘方式 深入理解设计模式之美,林祥纤,机械工业出版社,¥81.70,23种设计模式 掌握每个设计模式的UML结构和描绘方式 从爱情生活中理解设计模式之美
 HTML5与CSS3基础教程（第9版） 网页设计与制作书籍，深入讲解html5与CSS3网页前端设计与制作技巧，内含200+代码案例和近300幅网页效果图，帮助读者深入学习Web开发核心技术。,乔·卡萨博纳,人民邮电出版社,¥81.70,1. 再版升级 多次再版的HTML5与CSS3入门教程，双色印刷，讲解Web开发核心技术 2. 轻松好学 基础知识 代码案例 网页图，循序渐进，快速上手 3. 案例丰富 全书200多段代码案例，近300幅网页效果图，形象生动 4. 双色易读 双色印刷，双栏排版，图文并茂，阅读体验好 5. 补充知识 设置「提示」和「侧边栏」等额外说明，辅助学习
 求索：中国工业软件产业发展之策 工业软件是现代产业体系之魂，是工业强国之重器。工业软件是工业技术软件化的结果，是工业发展的核心要义。,陈立辉,机械工业出版社,¥66.00,
 UG NX 12.0模具设计教程 UG设计实战从入门到精通，轻松掌握UG模具设计技能,北京兆迪科技有限公司,机械工业出版社,¥52.40,? 内容全面：介绍了UG模具设计的各方面知识，与市场上同类书籍相比，本书包含更多的内容。 ? 讲解详细：由浅入深，条理清晰，图文并茂，对于想进入模具设计行业的读者，本书是一本不可多得的快速入门、快速进阶的指南。 ? 范例丰富：覆盖分型面的创建、模具的设计、模座设计等各个环节，对于迅速提高读者的模具设计水平很有帮助。 ? 写法独特：采用UG NX 12.0中文版软件中真实的对话框、按钮和图标等进行讲解，使初学者能够直观、准确地操作软件，从而大大提高学习效率。 ? 附加值高：本书附带1张多媒体DVD学习光盘，盘中包含大量UG模具设计技巧和具有针对性的实例教学视频，并进行了详细的语音讲解，可以帮助读者轻松、高效地学习。
 RISC-V架构嵌入式系统原理与应用——CH32V103单片机编程与项目实践 基于国产自主研发的MCU芯片，语言通俗易懂，内容丰富，有15个实战项目的展示，更有两大综合行业案例的详细解析。程序源代码、开发板原理图和PCB文件等等免费提供。,裴晓芳,北京航空航天大学出版社,¥51.70,"本书语言通俗易懂，内容丰富，均从功能分析、硬件设计、软件设计、系统调试等方面对15个实战项目做详细介绍，读者可以参考书中案例进行自主开发，提高实践能力。 本书为读者免费提供书中示例的程序源代码、配套开发板原理图和PCB 文件、RISC-V 指令集和特权体系文档、CH32V 芯片参考手册、CH32V103官方例程包等增值服务材料,请关注微信公众号 北航科技图书 ,回复 3507 ,获得百度网盘的下载链接。"
 办公软件从入门到精通 全3册word excel ppt从入门到精通 Excel数据分析PPT教程office办公软件教 ,,,¥16.80,
 3ds Max三维建模基础教程 ,梁艳霞,电子工业出版社,¥29.30,
 Python编程从入门到精通 计算机电脑编程入门自学零基础教程全套书籍 pathon编程从入门到实践python基础教程 ,,,¥49.80,
 凸优化：算法与复杂性 微软首席研究员撰写，专门为计算机科学家打造，内容涉及从黑箱优化的基本理论到结构优化和随机优化的新发展,塞巴斯蒂安·布贝克,机械工业出版社,¥44.20,本书凝聚S bastien Bubeck教授多年心血，专门为计算机科学家打造，内容涉及从黑箱优化的基本理论到结构优化和随机优化的*新发展，把机器学习中涉及的凸优化设计思想通过简练的数学语言进行了阐述，可作为计算机科学、软件工程、统计学、应用数学、数据科学与大数据、人工智能等专业本科生和研究生的基础教材，也可供数据科学家、工程师和科研人员参考。
 漫画图解人工智能：轻松get人工智能核心问题 ,尼古拉·萨博雷,北京联合出版有限公司,¥35.80,◎在AI领域深耕多年的专家shou次面向大众讲述 人工智能已经渗透到我们生活的方方面面，你真的了解它吗？你是否担心过《西部世界》中的情节会成为现实？如果真的想与AI有情感上的交流，你会在某个瞬间担心与你对话的仅仅是一台机器吗？ 人工智能和多代理系统方面的专家尼古拉 萨博雷shou次向大众讲述AI的前世今生。本书语言通俗，主题分明，适合编程学习者和对AI感兴趣的大众读者阅读，那些对于AI的期待和困惑，你会感同身受，也会找到有趣的答案哟。 ◎人工智能核心知识点轻松get 多主体系统的运行方式如同小而强悍的蚂蚁寻找路线；强化学习如同小孩子不断 尝试犯错 拍皮球；聊天机器人无法回答时就会反问人类；k 均值聚类算法如同计算出猫、狮子和母牛的 平均对象 ，尽管这种动物现实中并不存在 案例法 类比法阐
 云原生安全 三位院士推荐，以面向应用的云原生安全建设为主线，从五个维度深度剖析云原生安全,李学峰,机械工业出版社,¥89.20,《云原生安全》融合了信息安全行业资深技术专家多年经验，以面向应用的云原生安全建设为主线，从五个维度对云原生安全进行剖析。本书避免了概念和技术的生硬堆砌，采用循序渐进、前后铺垫的方式，利用大量的总结性图表，让复杂的云原生技术体系变得易懂、易实践。书中操作部分配有二维码视频，使读者身临其境，迅速、深入地掌握各种经验和技巧。
 Python股票量化交易从入门到实践 股票炒股书籍趋势技术分析入门基础知识 量化投资金融大数据风控金 ,,,¥50.90,量化交易不神秘，Python教你必杀技，本书教你从0到1构建量化交易平台
 剪映：手机短视频剪辑从入门到精通 手机短视频剪辑从入门到精通 书中案例，直接扫码观看案例效果及教学视频,构图君,中国铁道出版社,¥37.90,下载量超20亿次的剪映软件热门教程 书中案例，直接扫码观看案例效果及教学视频70多招实用干货，助你手机剪出大片感 轻松入门到精通，制作抖音和快手爆款 从小白成高手，玩转短视频与Vlog后期剪辑150多分钟案例视频教程210多个精彩的素材效果910多张图片全彩式图解
 智能优化算法——基于生物行为模型的案例分析与设计 系统论述智能优化算法理论、技术与应用、涵盖典型生物启发式算法完整的知识体系、北京大学、英国曼彻斯特大学、中国科学院专家联袂推荐！,刘洋,清华大学出版社,¥44.20,生物启发式计算是建立在仿生学、生态系统分析、计算机应用技术等学科基础上的一种优化计算方法，是人工智能优化算法发展的重要分支。由于此类方法具备问题描述简单和优化性能高效的的特点，被广泛应用于各类复杂优化问题的求解。为满足研究相关优化方法的科研工作者及广大普通读者的需求，作者编写了《智能优化算法 基于生物行为模型的案例与实现》。本书从建模机理、算法设计和工程应用层面对典型的生物觅食行为启发式计算方法进行研究，帮助读者形成关于生物启发式计算的知识体系。本书系统论述了智能优化算法的理论、技术及应用，具体内容包括： ? 基于层次型信息交流机制的多蜂群协同进化； ? 基于生命周期的菌群觅食自适应优化； ? 面向聚类分析的MCABC-FCM算法研究与应用； ? 基于LCBFA的多阈值分割算法及其在彩色图像处理中的应
 Final Cut Pro X 影视包装剪辑完全自学教程（培训教材版） 苹果剪辑制作软件入门教程书籍影视后期教材剪辑素材大全，全面解析影视包装剪辑的图书，案例丰富，步骤详细，随书附赠教学视频。,精鹰传媒,人民邮电出版社,¥36.40,《Final Cut Pro X 影视包装剪辑完全自学教程》优化结构、语言表达，并解决原版本读者反馈的问题，重磅升级。 提供书中案例的工程文件，读者可以同步练习。 43个典型案例的实操演示视频，对着可以边观看教学视频，边学习书中的制作技巧和思路。 提供47个案例的*终效果图，供读者浏览。
 华为openEuler开源操作系统实战 27个实战任务详细解读，全部源文件免费提供，中国通信学会5G+行业应用培训指导用书,中国产业发展研究院,机械工业出版社,¥59.80,
 超大规模集成电路布线设计理论与算法 本书系统地剖析、分类和整合超大规模集成电路领域的总体布线和Steiner小树算法。,刘耿耿,清华大学出版社,¥74.20,本书主要介绍超大规模集成电路中物理设计流程中的总体布线问题以及Steiner小树算法相结合。
 人工智能教育应用的理论与方法 ,陈凯泉,科学出版社,¥66.70,
 SolidWorks2018中文版从入门到精通 autocad教程 cad教材书籍 solidworks基础实战案例视频 SolidWorks实例视频教程 手机扫码看238节同步教学视频 518页正文内容 70个实战实例分析 12大行业应用案例 70页拓展电子书 赠全书实例源文件 基础知识+中小实例+综合案例+视频讲解,天工在线,水利水电出版社,¥82.70,1．238节视频讲解。为方便读者学习，本书对书中实例录制了视频，并生成二维码，可以手机扫码看视频。 2．源文件下载。本书提供了全书实例的源文件，读者可下载后使用，方便对照学习。 3. 内容全面。覆盖零件设计、曲面设计、钣金设计、装配设计、工程图设计等SOLIDWORKS几乎所有常用知识点，满足日常工作需要。 4. 赠送12大工程应用案例，并提供对应电子书、视频讲解和源文件。 5. 赠送70页电子书。 6. 提供在线服务，随时随地可交流。提供QQ群、公众号等多渠道贴心快捷服务。
 商用密码与安全性评估 三位院士推荐，将Java开发与密码应用建设、密评相结合，剖析典型密码应用场景的软件编码实现、主流密码产品及安全性评估方法,徐岩柏,机械工业出版社,¥81.70,《商用密码与安全性评估》融合了信息安全行业资深技术专家多年经验，将Java开发与信息系统的密码应用建设、密评相结合，对典型密码应用场景的软件编码实现、涉及的主流密码产品以及安全性评估方法进行了介绍和实践。理论讲解由浅入深、注重编程实践，语言简练、内容实用。书中操作部分配有二维码视频，使读者身临其境，迅速、深入地掌握各种经验和技巧。
 大数据关键技术与应用创新 ,窦万春,南京师范大学出版社,¥37.30,如今，大数据浪潮正在迅速地朝人们涌来，并触及到各个行业和生活的许多方面，给人们的工作和生活带来了更深刻的影响。大数据正以前所未有的速度颠覆人们探索世界的方法，引起教育、社交、交通等领域的深刻变革。《大数据关键技术与应用创新》由南京大学计算机科学与技术系教授、博士生导师窦万春撰写，介绍了从大数据的关键技术与行业领域的应用创新，完整地建构了大数据的技术体系，使大数据更好地服务于社会发展，帮助各个专业的高校大学生充实和完善自己原有的计算机知识结构。 本书系统总结提炼了物联网、云计算、人工智能、移动互联网等前沿技术在大数据应用体系中的协同机制，并以教育大数据、社交媒体行为大数据、智能交通大数据等应用创新作为典型案例，高屋建瓴地讨论了大数据应用创新方法和技术路线，能够引领读者
 （预售）科技之巅3麻省理工科技评论100项全球突破性技术深度剖析 智能时代黑科技创业投 官方正版 出版社直发,,,¥50.50,源自MIT的科技创新预言圣经，智能时代的黑科技进化论，科技创业投资行动指南，MITTR官方解读AI、机器人、能源材料、生物医疗、基因等技术，季维智、TomMitchell、徐文伟等重磅解读与推荐
 有翼之暗 （日）麻耶雄嵩 张舟 新星出版社 ,,,¥48.00,
 WPS Office高效办公：文秘与行政办公 金山官方认证技能赠送海量同步教学视频等资源！ 金山官方认证技能：金山办公专家（KVP）通过源自实际工作的经典案例，教你用专业方法轻松应对文秘与行政工作，让工作更高效、更专业，赠送海量同步教学视频等资源！,凤凰高新教育,北京大学出版社,¥66.70,金山官方认证技能：金山办公专家（KVP）通过源自实际工作的经典案例，教你用专业方法轻松应对文秘与行政工作，让工作更高效、更专业，赠送海量同步教学视频等资源！
 中国语言地图集(第2版):汉语方言卷 中国社会科学院语言研究所 商 ,,,¥52.80,
 智能风控：原理 算法与工程实践 当当影响力科技新星作家作品，基于Python，原理、算法、实践3维度讲解机器学习的风控实践，21种算法26种解决方案，9位专家推荐,梅子行,机械工业出版社,¥70.40,（1）作者是风控、AI、算法领域的专家，曾在多家知名金融科技公司从事基于机器学习的风控算法优化工作，经验十分丰富。 （2）从原理、算法、工程实践3个维度全面展开，全面介绍了现阶段风控领域面临的挑战，以及机器学习在各种风控场景中的应用。 （3）基于Python新版本撰写，每个章节都包含问题、案例、算法3个部分，实操性强。 （4）科大讯飞刘鹏等10位专家联袂推荐。 （5）包含21种实用算法与26个解决方案 智能风控第二弹来袭！
 ANSYS Workbench结构分析理论详解与高级应用（万水ANSYS技术丛书） 软件应用 结构分析 算例详解 网格划分 网格编辑 外部模型装配,尚晓江,水利水电出版社,¥74.80,ANSYS软件资深技术支持专家全新力作 内容系统全面，涵盖结构分析各个领域 理论实践相结合，讲解深入浅出 适用ANSYSWorkbench 2019R2及以上版本
 物流市场营销学（第5版） ,董千里,电子工业出版社,¥43.50,
 计算机程序设计艺术 卷1 基本算法（第3版） 【图灵程序设计丛书】经典计算机科学巨著重装上市,高德纳,人民邮电出版社,¥156.50,计算机科学既壮观又幽美，我尝试尽自己所能，以*恰当的方式来解释我所了解的某些片断。很显然，我自己并没有任何超自然能力，但的确很喜欢讲述那些似乎静静地等待着人们去讲出来的故事。写书跟讲故事十分类似。 图灵访谈之专访 Donald E. Knuth 《计算机程序设计艺术》系列著作被公认为是对经典计算机科学的权威论述，数十年来，一直是广大学生、研究人员和业内人士学习程序设计理论和实践的无价之宝。这一宏伟浩大的工程始于 1962 年，计划出版 7 卷，目前已经出版了 4 卷。 《计算机程序设计艺术》堪称计算机科学领域的瑰宝。从事研究的人惊艳于其精美优雅的分析，而普通程序员则一直在卓有成效地利用书中提供的各种方案解决日常问题。这些书展现了作者的博观、清晰、精确和幽默，所有的人都钦佩不已。
 基于分布式鲁棒优化的应急救援系统选址模型和算法研究 《基于分布式鲁棒优化的应急救援系统选址模型和算法研究》考虑了突发紧急情况下应急救援系统的关键设施选址问题，利用分布式鲁棒优化方法刻画灾害发生时候的多重不确定性，不仅证明了模型的凸性、次模性等理论性质，,刘康琳,清华大学出版社,¥59.20,《基于分布式鲁棒优化的应急救援系统选址模型和算法研究》属于清华大学优秀博士学位论文丛书。
 新印象 Premiere视频剪辑全能一本通 系统学习Premiere视频剪辑，轻松应对日常剪辑、自媒体剪辑和 商业剪辑，丰富的实际操作案例，附赠案例讲解视频、案例源文件。,疯马与牛,人民邮电出版社,¥82.30,由浅入深、循序渐进的讲解了日常剪辑、自媒体剪辑和商业剪辑3个部分的内容； 涵盖短视频、微电影、Vlog、商业快剪和企业宣传品等制作全过程； 文字与视觉效果相结合，让读者能够更直观的理解各种操作； 搭配各种类型实际操作案例，搭配实例素材文件，并对照视频一一讲解。
 Python语言在Abaqus中的应用 第2版 99个实例的 Python 脚本文件、INP 文件和 ODB 文件，及编写思路、实现方法与技巧,曹金凤,机械工业出版社,¥57.00,?本书内容从实际应用出发，通俗易懂，深入浅出，读者无须具备很深的理论知识，即可轻松掌握 Python 语言在 Abaqus 中应用的各种编程技巧。 ?本书详细介绍了 Python 语言编程的基础知识，便于读者学习 Python 语言在 Abaqus 中的各种应用。 ?本书将重点、难点、易出错点用彩色字体标示，醒目直观，便于读者提高学习效率。 ?扫描书中二维码可下载资源包文件，运行其中的实例脚本后，可以实现特定功能。 ?在本书所供实例脚本的基础上，可通过修改或添加代码来满足其他程序的开发需要。
 网络安全评估实战 1)借鉴了国际核能领域在核安全领域的同行评估理念、标准、方法和成功实践，是网络安全管理方式和社会化服务体系的一种创新探索与有益实践； 2)全面融入国家网络安全法、数据安全法、密码法、个人信息保护法和,邹来龙,清华大学出版社,¥44.20,l 提出网络安全领导力、网络安全绩效责任、网络安全监测防护、从 止于合规 到 持续守住打赢 以及实战化驱动的网络安全能力评估等新理念、新架构和新方法。 l 融合了网络安全三同步原则、三化六防措施、本体安全和本质安全等要求，构成体系化的评估准则和简明易用的实战化指引。
 MATLAB金融风险管理师FRM（超纲实战） FRM考生，MATLAB建模宝典，数据可视化缜密指南，赠送全套原创MATLAB学习视频，全彩印刷、精美图表。来自北美*金融从业者以及FRM持证者的MATLAB风控感悟。,涂升,清华大学出版社,¥150.30,FRM是金融风险建模与管理的国际专业考试，是金融从业者的高级权威认证，其市场接受度和认可度非同一般。目前该考试的通过率较低，中国境内的持证者更是凤毛麟角。 FRM考试采用全英文形式，本身对语言要求很高，另外考试大纲涵盖范围之广泛、内容之丰富，对大多数考生来说，也是极大的挑战。其中，涉及到的各类经典金融风险模型资料更是全网难求。 《MATLAB金融风险管理师FRM：一级》作者均为北美一线金融风险建模从业者，他们考察了大量现实状况，得出的结论是：无论你是仅仅需要通过FRM考试，还是为了满足实际的工作需求，你都需要具备一定的编程能力，能够由程序生成各种可视化的数据和流程。如此，才能对FRM考纲深入理解并融会贯通，进而熟练准确地运用到工作中。 MATLAB是理工专业的***工具，软件不难，但是融入到业务中则需要一定的思路和方
 PKPM软件操作及案例实战 三个不同结构案例操作及参数设置、计算分析、调整模型、施工图绘制,鞠小奇,化学工业出版社,¥68.00,1.框架、剪力墙、底框三种结构形式操作步骤 2.每一步骤中参数设置分析、计算分析、调整模型、施工图绘制详细介绍，并部分配有规范链接方便查阅 3.适合在校学生学习和刚刚走上工作岗位的结构设计人员使用
 网状Meta分析方法与实践 ,田金徽,中国医药科技出版社,¥41.80,
 大学计算机基础教程（第3版） ,陈亮,高等教育出版社,¥34.50,
 数学之美 第三版 吴军博士作品 IT领域数学启蒙书 程序员的数学新增区块链 量子通信知识文津奖图书 ,,,¥48.30,
 数字化转型与数字治理 ,张晓,电子工业出版社,¥53.30,
 RPA（流程自动化机器人）入门——手把手教你应用UiPath自动化工作（全彩） 从业务用户原本熟悉的知识入手，以实践内容举例，让普通业务用户快速入门RPA,柴娟伟,电子工业出版社,¥51.30,让非程序员拥有了使流程自动化的能力 让普通业务用户快速入门RPA
 程序员超强大脑 专为程序员而写的大脑使用指南，令程序员大佬拍案叫绝的认知科学，让你在ChatGPT时代，用好认知优势，理解大脑工作机制，提升程序设计效率！,费莉安,人民邮电出版社,¥67.30,随着ChatGPT横空出世，作为程序员的你是否已经有了危机感？在自己编写代码和理解他人所写代码这两个方面，人工智能是否已经超越了人类程序员？无论人工智能如何 进化 ，有一点是它无法取代的，那就是人类程序员的超强大脑。本书是专为程序员而写的大脑使用指南，旨在帮助程序员用好自己的认知优势。 本书作者指出，程序设计是一个认知过程，这个过程对程序员的认知要求颇高。因此，本书从认知科学的角度帮助程序员了解大脑工作机制，从根本上提高程序设计工作的效率。 本书特点 ●有助于理解大脑如何加工与代码相关的信息。 ●内容组织符合认知模式：代码阅读、代码思考、代码编写、代码协作。 ●助你醍醐灌顶，实现更快的代码读写速度、更高的工作效率、更少的返工。 ●以Python、JavaScript、Java等为例，但原理对所有语言适用。
 若为自由故 自由软件之父理查德 斯托曼传 ,威廉姆斯,人民邮电出版社,¥36.70,理查德马修斯托曼是IT界传奇人物、自由软件之父，他是自由软件运动的精神领袖、GNU计划以及自由软件基金会的创立者。理查德马修斯托曼多次来过中国做宣传和演讲，具有非常高的知名度。在国内有大批的拥趸。 这本斯托曼的传记为人们描绘了一位计算机界的奇才。然而，与那些硅谷创业故 事不同，这里没有一夜暴富的上市传奇，没有商场战场的尔虞我诈，更不会看到主人 公的圆满谢幕。 国内外众多IT知名人士，包括万维网创始人蒂姆伯纳斯-李，Linux之父林纳斯托瓦兹、CSDN创始人蒋涛、知名IT人徐继哲等鼎力推荐。
 云计算那些事儿：从IaaS到PaaS进阶 ,陈晓宇,电子工业出版社,¥138.00,本书系统地介绍云计算相关知识，分为两大部分，前半部分主要介绍IaaS相关技术，主要包括云计算基础概念、虚拟化及OpenStack，后半部分主要介绍PaaS相关技术，主要包括Docker、Kubernetes、PaaS平台的构建和落地实践及云原生应用。本书既有理论阐述，也有操作实践和源码分析，让读者可以充分了解云计算技术的使用和原理。本书适合已经从事云计算相关岗位的研发和运维人士，或者对云计算技术感兴趣的读者。
 大话存储后传：次世代数据存储思维与技术 存储行业意见领袖冬瓜哥新作，疯狂解析次世代存储技术,冬瓜哥,清华大学出版社,¥67.20,冬瓜哥对技术的追求已经到了 痴迷 的境界，与10年前相比，文笔解析更为到位，技术理解更为精准。其公众号的每篇文章，都是存储业界风向标。
 MATLAB R2020a入门、精通与实战 干货满满！重要知识点逐个击破+精彩案例一网打尽，新手快速入门，一本书助你轻松掌握MATLAB软件操作与实际应用。,刘浩,电子工业出版社,¥69.00,本书结构合理、叙述详细、算例丰富、图文并茂，可以作为信号处理、自动控制、机械电子、自动化、电力电气、通信工程等专业的教学用书，也可以作为通信、电子、自动控制等领域的广大科研工作者、工程师等的自学参考用书。
 金融级IT架构与运维：云原生 分布式与安全 3位资深专家撰写，8位IT负责人推荐，从架构、云原生、分布式、安全、运维为金融企业提供解决方案，案例丰富,魏新宇,机械工业出版社,¥85.90,
 计算机应用基础 ,黄志远,电子工业出版社,¥30.00,本书从案例入手， 图文并茂、深入浅出、通俗易懂，符合学生思维的构建方式。全书采用案例方式安排教学内容，注重实用性和可操作性，有助于提高学生计算机应用操作能力。本书可作为中职学校非计算机专业 计算机基础 课程教材，也可供计算机爱好者学习使用。
 UG NX 12.0中文版曲面造型从入门到精通 讲解了UGNX12.0曲面造型设计中的操作方法和使用技巧随书所配电子资料包含全书实例源文件和全部实例操作过程MP4文件,孙海涛,机械工业出版社,¥64.20,
 算法设计与分析——以ACM大学生程序设计竞赛在线题库为例（微课版） 算法经典，分析透彻，举一反三，例题精选，视频讲解,赵端阳,清华大学出版社,¥59.60,本书获得浙江省普通高校 十三五 新形态教材、浙江省高等教育课堂教学改革、浙江工业大学精品课程、浙江工业大学重点教材建设和绍兴市精品课程建设项目资助。 利用程序设计竞赛模式和在线评测系统的特点，将抽象的算法理论与程序设计竞赛试题相结合，给算法设计和分析课程带来了新的生机。
 Project 2019企业项目管理实践 微软MVP、Project畅销书作者继《Project 2016企业项目管理实践》之后的全新力作，通过项目管理方法论+实操技能+精彩案例剖析，全面阐述Project产品家族强大的项目管理能力。,张会斌,北京大学出版社,¥81.90,本书全面、细致地介绍了基于*版本 Project 产品实现项目管理的良好实践，全书共分为 5 篇 30 章，以 基础篇-Project 2019 高级篇-Project Server 2019 云端篇-Project Online 案例篇 综合篇 为线索具体展开。不仅包括 Project 的基本操作，更多的是讲述基于 Project 产品进行项目管理的思路和方法。本书首次引入 方好 Project 项目管控模型 ，可以让读者更好地掌握 Project 产品的管理思路。在企业项目管理过程中，本书还在Project 单机版的基础上完整展示了如何基于 Project Server 服务器版本实现多项目管控过程。 本书配备了丰富的学习资源，读者可以通过扫描书中前言的二维码，免费下载查询作者精心录制的视频演示文件及书中全部案例的源文件，便于读者更好地理解书中的内容，边学边练。 本书语言简洁，内容系统，不仅适合各类项目管理人员学习和使用，还可作为高等院校或社会培
 图说世界大学 介绍百所世界学府历史文化等高中升学之道报考全解析大学城优质教育资源镜头里的世界名校书籍 ,,,¥22.00,
 中老年人学手机、相机摄影从入门到精通 中老年人摄影/手机摄影/相机摄影/单反相机摄影，大号字体/全彩图解/作品展示,构图君,清华大学出版社,¥66.00,专为中老年朋友编写的快速学习 手机＋相机 摄影知识的宝典。 从零开始，完全图解剖析，语言通俗易懂，全彩印刷，图文醒目。 让广大中老年朋友一看就懂、一学就会，老有所学、老有所乐。
 忍不住的“关怀” 杨奎松著 ,,,¥35.20,
 Java程序设计基础教程 ,陈振兴,电子工业出版社,¥69.00,
 大数据分析——数据仓库项目实战 大数据 数仓 数据仓库 应用场景 搭建需求 赠配套教学视频 项目脚本源码,尚硅谷IT教育,电子工业出版社,¥100.00,
 雷达辐射源信号在线分选 在数据流聚类框架下解决雷达辐射源信号在线分选问题 内容新颖独特，阐述系统精炼,隋金坪,清华大学出版社,¥51.70,（1）角度新颖。创造性地将数据流聚类思想引入到雷达辐射源信号分选领域，实现雷达辐射源信号在线分选。 （2）内容系统。相对完整地构建并详细阐述基于数据流聚类的雷达辐射源在线分选理论通用框架。 （3）算法先进。提出的算法均有较为完整的理论证明与分析，相比其他同类算法具有先进性，效果更好。 （4）仿真充分。选用实测数据集、公开数据集以及同类算法作为对比算法，对本书所提算法进行充分验证。
 Cocos Creator完全使用手册 Cocos Creator教程书籍 一本书掌握Cocos游戏开发制作发布的全流程 微信小游戏开发教程详解,宋志京,人民邮电出版社,¥44.20,国内官方的Cocos Creator著作。本书从该工具引擎自带接口、图形操作指南、优化与进阶等方面，详尽介绍了如何使用Cocos Creator制作游戏并发布的全过程。是初学者的好老师，同时也是从业者不可或缺的工具书。 受众广泛：本书介绍了从零基础到独立开发游戏的整个过程，风格简洁，图文并茂，适合初学者入门。同时，书中对Cocos Creator的核心概念进行了深入剖析，也适用于有一定基础或有Cocos其他系列产品使用经验的开发者。 操作性强：书中针对每一个知识点提供了对应实例，通过代码帮助读者理解概念与接口，针对重点章节内容，本书提供了带有详尽操作步骤与操作效果的整体案例，读者可按图索骥，快速掌握Cocos Creator的使用要领。 与时俱进：书中涉及的各种开发、调试和发布工具皆为目前游戏开发的主流工具；还在常规的iOS、Android和web等平台发布流程的基础上
 有限元技术基础(冷纪桐) ,冷纪桐,化学工业出版社,¥33.70,
 数据挖掘：方法与应用（清华大学计算机系列教材） ,徐华,清华大学出版社,¥18.80,
